,Country,Year,Group,Variable,Value,eta2_all,eta2_loo,delta_eta2,delta_eta2_pos,share_pos_pct
168,Brunei Darussalam,2023,Group C: Emerging / High-growth,Imports (% of GDP),60.16023187,0.05697747467044031,0.05928824970098639,-0.0023107750305460806,0.0,0.0
169,Brunei Darussalam,2023,Group C: Emerging / High-growth,Inflation (%),0.357064312,0.09115257709990993,0.08574909960671048,0.005403477493199443,0.005403477493199443,86.92492729433629
170,Brunei Darussalam,2023,Group C: Emerging / High-growth,Population Growth (%),0.782881747,0.053597451207192746,0.053621291458613544,-2.3840251420798042e-05,0.0,0.0
171,Brunei Darussalam,2023,Group C: Emerging / High-growth,Unemployment (%),5.296,0.12775659178727664,0.1698993644946751,-0.04214277270739847,0.0,0.0
172,Brunei Darussalam,2024,Group B: Transitional / Mixed,Exports (% of GDP),74.29828444,0.0063045081897715165,0.0052856445323366625,0.001018863657434854,0.001018863657434854,8.078700696411966
173,Brunei Darussalam,2024,Group B: Transitional / Mixed,GDP Growth (%),4.200372735,0.033413466620142565,0.03545849189426315,-0.0020450252741205863,0.0,0.0
174,Brunei Darussalam,2024,Group B: Transitional / Mixed,GDP per Capita,42581.49034,0.5066241484038584,0.5037396316780505,0.0028845167258079174,0.0028845167258079174,22.87170330549
175,Brunei Darussalam,2024,Group B: Transitional / Mixed,Imports (% of GDP),58.9249341,0.03622949541957388,0.04060117100493364,-0.004371675585359759,0.0,0.0
176,Brunei Darussalam,2024,Group B: Transitional / Mixed,Inflation (%),-0.388674165,0.3451944096894889,0.3364860633146483,0.008708346374840581,0.008708346374840581,69.04959599809803
177,Brunei Darussalam,2024,Group B: Transitional / Mixed,Population Growth (%),0.818518789,0.010593367028464496,0.01129503979977575,-0.0007016727713112549,0.0,0.0
178,Cambodia,2015,Group B: Transitional / Mixed,Exports (% of GDP),55.98122031,0.023709997275814215,0.03382023371844137,-0.010110236442627152,0.0,0.0
179,Cambodia,2015,Group B: Transitional / Mixed,GDP Growth (%),7.207034725,0.014316810857366415,0.008942404278259819,0.005374406579106596,0.005374406579106596,18.45088197792496
180,Cambodia,2015,Group B: Transitional / Mixed,GDP per Capita,6106675.539,0.9719605441571625,0.97362869734941,-0.0016681531922475568,0.0,0.0
181,Cambodia,2015,Group B: Transitional / Mixed,Imports (% of GDP),66.1283765,0.07552340407723149,0.08743086198389559,-0.011907457906664101,0.0,0.0
182,Cambodia,2015,Group B: Transitional / Mixed,Inflation (%),1.223931955,0.018597764686277284,0.02081294789660729,-0.002215183210330006,0.0,0.0
183,Cambodia,2015,Group B: Transitional / Mixed,Population Growth (%),1.46023763,0.0012695021236637867,0.0001857600000264109,0.001083742123637376,0.001083742123637376,3.7205964460290204
184,Cambodia,2015,Group B: Transitional / Mixed,Unemployment (%),0.393,0.03866396973267511,0.01599393591527368,0.022670033817401427,0.022670033817401427,77.82852157604601
185,Cambodia,2016,Group B: Transitional / Mixed,Exports (% of GDP),56.43183772,0.019730678329864648,0.03006808706549844,-0.010337408735633793,0.0,0.0
186,Cambodia,2016,Group B: Transitional / Mixed,GDP Growth (%),7.905501161,0.008235972094941237,0.028472512540573956,-0.02023654044563272,0.0,0.0
187,Cambodia,2016,Group B: Transitional / Mixed,GDP per Capita,6494022.351,0.8996454259405996,0.8995706579172957,7.476802330386167e-05,7.476802330386167e-05,100.0
188,Cambodia,2016,Group B: Transitional / Mixed,Imports (% of GDP),66.27271788,0.07914966177530307,0.09668106620075553,-0.017531404425452465,0.0,0.0
189,Cambodia,2016,Group B: Transitional / Mixed,Inflation (%),3.019139751,0.023946634811297576,0.052329726708532975,-0.0283830918972354,0.0,0.0
190,Cambodia,2016,Group B: Transitional / Mixed,Population Growth (%),1.458607676,0.005514645924592136,0.008367704126512044,-0.002853058201919908,0.0,0.0
191,Cambodia,2016,Group B: Transitional / Mixed,Unemployment (%),0.716,0.0136832882110926,0.06435762589307155,-0.050674337681978945,0.0,0.0
192,Cambodia,2017,Group B: Transitional / Mixed,Exports (% of GDP),56.30005367,0.001576676453478359,0.004720319745921299,-0.0031436432924429403,0.0,0.0
193,Cambodia,2017,Group B: Transitional / Mixed,GDP Growth (%),8.075039155,0.025400668380323285,0.018905764782591924,0.006494903597731361,0.006494903597731361,19.366284563901594
194,Cambodia,2017,Group B: Transitional / Mixed,GDP per Capita,6922106.029,0.8962842189684221,0.8962351373750651,4.9081593357036546e-05,4.9081593357036546e-05,0.14634984022458578
195,Cambodia,2017,Group B: Transitional / Mixed,Imports (% of GDP),64.85539763,0.037317152360226695,0.04966104414160804,-0.012343891781381344,0.0,0.0
196,Cambodia,2017,Group B: Transitional / Mixed,Inflation (%),2.912635574,0.011260738362668962,0.007724835889223274,0.0035359024734456877,0.0035359024734456877,10.543234777937501
197,Cambodia,2017,Group B: Transitional / Mixed,Population Growth (%),1.381765961,0.014914968122288215,0.011362222668950789,0.003552745453337426,0.003552745453337426,10.593456607496513
198,Cambodia,2017,Group B: Transitional / Mixed,Unemployment (%),0.141,0.07405725007556335,0.054152714118486205,0.019904535957077148,0.019904535957077148,59.35067421043981
199,Cambodia,2018,Group B: Transitional / Mixed,Exports (% of GDP),55.47139736,0.002716710698111923,0.006047684755687091,-0.003330974057575168,0.0,0.0
200,Cambodia,2018,Group B: Transitional / Mixed,GDP Growth (%),8.776223762,0.10167342287248653,0.07194849779051224,0.029724925081974288,0.029724925081974288,94.20474943767138
201,Cambodia,2018,Group B: Transitional / Mixed,GDP per Capita,7436541.049,0.8929467115873737,0.8929331637224054,1.3547864968321832e-05,1.3547864968321832e-05,0.042936129232840965
202,Cambodia,2018,Group B: Transitional / Mixed,Imports (% of GDP),62.96625806,0.03495181115513965,0.04160932991202848,-0.0066575187568888305,0.0,0.0
203,Cambodia,2018,Group B: Transitional / Mixed,Inflation (%),2.459085154,0.018527157213349008,0.03428198554315525,-0.015754828329806243,0.0,0.0
204,Cambodia,2018,Group B: Transitional / Mixed,Population Growth (%),1.243682774,0.01145318704161831,0.009638128707591722,0.0018150583340265872,0.0018150583340265872,5.752314433095794
205,Cambodia,2019,Group B: Transitional / Mixed,Exports (% of GDP),55.44686797,0.0024674328860656634,0.005892879373215902,-0.0034254464871502385,0.0,0.0
206,Cambodia,2019,Group B: Transitional / Mixed,GDP Growth (%),7.936950136,0.010004804290932699,0.010573005784730418,-0.0005682014937977188,0.0,0.0
207,Cambodia,2019,Group B: Transitional / Mixed,GDP per Capita,7926067.996,0.8881072596650513,0.8881610758012686,-5.3816136217244015e-05,0.0,0.0
208,Cambodia,2019,Group B: Transitional / Mixed,Imports (% of GDP),60.2898111,0.04579636376164851,0.05186563145084766,-0.006069267689199152,0.0,0.0
209,Cambodia,2019,Group B: Transitional / Mixed,Inflation (%),1.942575008,0.04789608975617628,0.06847647965866777,-0.02058038990249149,0.0,0.0
210,Cambodia,2019,Group B: Transitional / Mixed,Population Growth (%),1.26258301,0.013268131435377476,0.010146115915948736,0.00312201551942874,0.00312201551942874,100.0
211,Cambodia,2019,Group B: Transitional / Mixed,Unemployment (%),0.499,0.03210577286848979,0.06051544247448178,-0.02840966960599199,0.0,0.0
212,Cambodia,2020,Group B: Transitional / Mixed,Exports (% of GDP),59.92179794,0.000851509296229778,0.0021058365462702745,-0.0012543272500404965,0.0,0.0
213,Cambodia,2020,Group B: Transitional / Mixed,GDP Growth (%),-3.555721934,0.01929389973529624,0.01922086526139888,7.303447389736192e-05,7.303447389736192e-05,0.15468178687652953
214,Cambodia,2020,Group B: Transitional / Mixed,GDP per Capita,7532643.186,0.8831964678300396,0.8832707507177396,-7.42828877000612e-05,0.0,0.0
215,Cambodia,2020,Group B: Transitional / Mixed,Imports (% of GDP),62.18359841,0.046154448626462626,0.05859635541000081,-0.012441906783538181,0.0,0.0
216,Cambodia,2020,Group B: Transitional / Mixed,Inflation (%),2.940295143,0.1057658564329279,0.0923828882319929,0.013382968200935,0.013382968200935,28.344168507896562
217,Cambodia,2020,Group B: Transitional / Mixed,Population Growth (%),1.470629886,0.01264092795125929,0.007678795975500981,0.004962131975758309,0.004962131975758309,10.509440265238684
218,Cambodia,2020,Group B: Transitional / Mixed,Unemployment (%),0.172,0.062123375612350235,0.03332556107322817,0.028797814539122064,0.028797814539122064,60.99170943998822
219,Cambodia,2021,Group B: Transitional / Mixed,Exports (% of GDP),72.36103464,0.0036469870675865925,0.003990188780184384,-0.0003432017125977911,0.0,0.0
220,Cambodia,2021,Group B: Transitional / Mixed,GDP Growth (%),3.089842842,0.0038247067747049323,0.0037070801862361187,0.00011762658846881362,0.00011762658846881362,1.1171662337641564
221,Cambodia,2021,Group B: Transitional / Mixed,GDP per Capita,7651555.036,0.8843165841218015,0.8844066197443622,-9.003562256071351e-05,0.0,0.0
222,Cambodia,2021,Group B: Transitional / Mixed,Imports (% of GDP),73.81881187,0.024024086183693644,0.0396602494535599,-0.015636163269866256,0.0,0.0
223,Cambodia,2021,Group B: Transitional / Mixed,Inflation (%),2.920734776,0.029602386106217824,0.03097647950824425,-0.0013740934020264259,0.0,0.0
224,Cambodia,2021,Group B: Transitional / Mixed,Population Growth (%),1.476778362,0.028734158760180994,0.018322771410188288,0.010411387349992706,0.010411387349992706,98.88283376623583
225,Cambodia,2021,Group B: Transitional / Mixed,Unemployment (%),0.396,0.04237427749329819,0.07469898577848988,-0.03232470828519169,0.0,0.0
226,Cambodia,2022,Group B: Transitional / Mixed,Exports (% of GDP),72.20706068,0.0034636090079399866,0.003429762001739179,3.3847006200807706e-05,3.3847006200807706e-05,0.4848765761559337
227,Cambodia,2022,Group B: Transitional / Mixed,GDP Growth (%),5.129901108,0.02004309266253123,0.017359916676343536,0.0026831759861876935,0.0026831759861876935,38.437939760103895
228,Cambodia,2022,Group B: Transitional / Mixed,GDP per Capita,7937723.899,0.8731650746236863,0.873261895793099,-9.682116941267527e-05,0.0,0.0
229,Cambodia,2022,Group B: Transitional / Mixed,Imports (% of GDP),73.66657208,0.030152595350304155,0.040261454945714835,-0.01010885959541068,0.0,0.0
230,Cambodia,2022,Group B: Transitional / Mixed,Inflation (%),5.343702649,0.0718105433603243,0.08361685628552055,-0.011806312925196252,0.0,0.0
231,Cambodia,2022,Group B: Transitional / Mixed,Population Growth (%),1.330888131,0.01024603125434257,0.00598251365862011,0.004263517595722461,0.004263517595722461,61.07718366374017
232,Cambodia,2023,Group B: Transitional / Mixed,Exports (% of GDP),66.89266606,0.0006617500640739349,0.0012713675798312221,-0.0006096175157572873,0.0,0.0
233,Cambodia,2023,Group B: Transitional / Mixed,GDP Growth (%),5.007330438,0.0005158133182952325,0.0005232059818197584,-7.392663524525959e-06,0.0,0.0
234,Cambodia,2023,Group B: Transitional / Mixed,GDP per Capita,8228917.534,0.8681725948405205,0.868306574854227,-0.00013398001370656942,0.0,0.0
235,Cambodia,2023,Group B: Transitional / Mixed,Imports (% of GDP),67.31417634,0.05697747467044031,0.06703524136725049,-0.010057766696810182,0.0,0.0
236,Cambodia,2023,Group B: Transitional / Mixed,Inflation (%),2.127467966,0.09115257709990993,0.09029324475906687,0.0008593323408430525,0.0008593323408430525,100.0
237,Cambodia,2023,Group B: Transitional / Mixed,Population Growth (%),1.283206776,0.053597451207192746,0.07153491911305039,-0.017937467905857644,0.0,0.0
238,Cambodia,2024,Group C: Emerging / High-growth,Exports (% of GDP),71.36358417,0.0063045081897715165,0.015059220199581122,-0.008754712009809606,0.0,0.0
239,Cambodia,2024,Group C: Emerging / High-growth,GDP Growth (%),6.015814574,0.033413466620142565,0.01696266216025783,0.016450804459884734,0.016450804459884734,75.12409899901577
240,Cambodia,2024,Group C: Emerging / High-growth,GDP per Capita,8617656.428,0.5066241484038584,0.5622715248013894,-0.055647376397531034,0.0,0.0
241,Cambodia,2024,Group C: Emerging / High-growth,Imports (% of GDP),72.08342554,0.03622949541957388,0.05274009738739397,-0.016510601967820088,0.0,0.0
242,Cambodia,2024,Group C: Emerging / High-growth,Population Growth (%),1.225939863,0.010593367028464496,0.005145999424947496,0.005447367603517,0.005447367603517,24.875901000984225
243,China,2015,Group C: Emerging / High-growth,Exports (% of GDP),20.93906422,0.023709997275814215,0.027739692038940264,-0.004029694763126049,0.0,0.0
244,China,2015,Group C: Emerging / High-growth,GDP Growth (%),6.978780027,0.014316810857366415,0.017170928613299465,-0.0028541177559330503,0.0,0.0
245,China,2015,Group C: Emerging / High-growth,GDP per Capita,56703.23536,0.9719605441571625,0.9718300104546351,0.00013053370252735785,0.00013053370252735785,16.942430621788642
246,China,2015,Group C: Emerging / High-growth,Imports (% of GDP),17.75812061,0.07552340407723149,0.09232293250214794,-0.016799528424916457,0.0,0.0
247,China,2015,Group C: Emerging / High-growth,Inflation (%),1.437023809,0.018597764686277284,0.018244896288941215,0.00035286839733606953,0.00035286839733606953,45.80003650195332
248,China,2015,Group C: Emerging / High-growth,Population Growth (%),0.581456147,0.0012695021236637867,0.000982449821550875,0.0002870523021129118,0.0002870523021129118,37.25753287625804
249,China,2016,Group C: Emerging / High-growth,Exports (% of GDP),19.20365074,0.019730678329864648,0.024111131728215184,-0.004380453398350536,0.0,0.0
250,China,2016,Group C: Emerging / High-growth,GDP Growth (%),6.775555628,0.008235972094941237,0.008587742058560208,-0.0003517699636189711,0.0,0.0
251,China,2016,Group C: Emerging / High-growth,GDP per Capita,60199.23205,0.8996454259405996,0.8991676979748009,0.00047772796579870214,0.00047772796579870214,62.386101507067124
252,China,2016,Group C: Emerging / High-growth,Imports (% of GDP),16.97351996,0.07914966177530307,0.09708824963188578,-0.017938587856582713,0.0,0.0
253,China,2016,Group C: Emerging / High-growth,Inflation (%),2.000001822,0.023946634811297576,0.024167244655206893,-0.0002206098439093175,0.0,0.0
254,China,2016,Group C: Emerging / High-growth,Population Growth (%),0.573050906,0.005514645924592136,0.005226613642101265,0.00028803228249087067,0.00028803228249087067,37.613898492932876
255,China,2017,Group C: Emerging / High-growth,Exports (% of GDP),19.33563017,0.001576676453478359,0.002593579566667641,-0.0010169031131892822,0.0,0.0
256,China,2017,Group C: Emerging / High-growth,GDP Growth (%),6.891266362,0.025400668380323285,0.028979700267953677,-0.0035790318876303927,0.0,0.0
257,China,2017,Group C: Emerging / High-growth,GDP per Capita,63959.43633,0.8962842189684221,0.8958090486291547,0.0004751703392674722,0.0004751703392674722,24.38460150572914
258,China,2017,Group C: Emerging / High-growth,Imports (% of GDP),17.61522245,0.037317152360226695,0.04722758987213855,-0.009910437511911854,0.0,0.0
259,China,2017,Group C: Emerging / High-growth,Inflation (%),1.593136001,0.011260738362668962,0.009972008767112262,0.0012887295955567,0.0012887295955567,66.13451017320438
260,China,2017,Group C: Emerging / High-growth,Population Growth (%),0.605245013,0.014914968122288215,0.014730218868993273,0.000184749253294942,0.000184749253294942,9.480888321066486
261,China,2017,Group C: Emerging / High-growth,Unemployment (%),3.9,0.07405725007556335,0.0811292786783828,-0.007072028602819441,0.0,0.0
262,China,2018,Group C: Emerging / High-growth,Exports (% of GDP),18.7705198,0.002716710698111923,0.0041076390679122944,-0.0013909283698003714,0.0,0.0
263,China,2018,Group C: Emerging / High-growth,GDP Growth (%),6.756718002,0.10167342287248653,0.11339085077891349,-0.011717427906426964,0.0,0.0
264,China,2018,Group C: Emerging / High-growth,GDP per Capita,67962.40949,0.8929467115873737,0.8924571954590149,0.0004895161283587912,0.0004895161283587912,11.21272796603399
265,China,2018,Group C: Emerging / High-growth,Imports (% of GDP),18.12386459,0.03495181115513965,0.045456676723551886,-0.010504865568412236,0.0,0.0
